Transaction_ID,Part_ID,Vendor_ID,Transaction_Type,Quantity,Purchase_Order_Date,Promised_Date,Transaction_Date,Out_Reason
T06634,P081,V011,IN,71,11-01-2024,06-02-2024,12-02-2024,
T06635,P022,V005,IN,85,27-01-2024,17-02-2024,24-02-2024,
T06636,P006,V038,OUT,20,,,25-11-2024,Routine Check
T06637,P076,V025,OUT,46,,,05-07-2025,Routine Check
T06638,P069,V012,OUT,32,,,29-06-2025,Repair
T06639,P114,V029,OUT,2,,,19-11-2024,Replacement
T06640,P032,V003,IN,11,29-05-2024,24-06-2024,22-06-2024,
T06641,P079,V053,IN,70,02-10-2023,24-10-2023,23-10-2023,
T06642,P094,V051,IN,97,24-08-2023,03-09-2023,03-09-2023,
T06643,P112,V014,IN,56,04-12-2023,21-12-2023,20-12-2023,
T06644,P057,V051,IN,96,17-02-2024,08-03-2024,08-03-2024,
T06645,P090,V035,OUT,42,,,05-06-2025,Replacement
T06646,P019,V031,IN,68,09-05-2024,28-05-2024,29-05-2024,
T06647,P001,V010,IN,65,22-02-2024,13-03-2024,13-03-2024,
T06648,P011,V029,OUT,48,,,30-07-2025,Maintenance
T06649,P086,V012,OUT,34,,,29-07-2025,Repair
T06650,P082,V018,IN,82,17-05-2024,02-06-2024,08-06-2024,
T06651,P044,V016,OUT,27,,,27-02-2025,Repair
T06652,P017,V042,IN,58,22-11-2023,12-12-2023,12-12-2023,
T06653,P043,V017,IN,28,14-04-2024,29-04-2024,27-04-2024,
T06654,P008,V014,OUT,8,,,07-12-2024,Emergency
T06655,P082,V048,IN,86,02-12-2023,11-12-2023,10-12-2023,
T06656,P117,V060,OUT,1,,,14-07-2025,Replacement
T06657,P033,V051,IN,6,24-01-2024,22-02-2024,22-02-2024,
T06658,P044,V022,OUT,19,,,25-01-2025,Emergency
T06659,P102,V038,IN,58,06-04-2024,25-04-2024,24-04-2024,
T06660,P054,V007,IN,62,01-05-2024,23-05-2024,25-05-2024,
T06661,P075,V051,OUT,27,,,04-01-2025,Replacement
T06662,P083,V056,OUT,29,,,06-06-2025,Repair
T06663,P101,V054,OUT,22,,,20-02-2025,Emergency
T06664,P036,V020,IN,66,21-09-2023,17-10-2023,22-10-2023,
T06665,P096,V032,OUT,15,,,02-08-2025,Repair
T06666,P023,V046,IN,80,01-11-2023,08-11-2023,11-11-2023,
T06667,P078,V035,OUT,21,,,07-03-2025,Replacement
T06668,P089,V059,OUT,28,,,25-09-2024,Maintenance
T06669,P109,V043,IN,55,06-12-2023,16-12-2023,14-12-2023,
T06670,P075,V021,OUT,38,,,03-10-2024,Replacement
T06671,P036,V027,IN,5,31-01-2024,20-02-2024,18-02-2024,
T06672,P008,V014,OUT,5,,,16-12-2024,Repair
T06673,P111,V015,IN,32,01-11-2023,24-11-2023,22-11-2023,
T06674,P093,V016,IN,65,07-01-2024,27-01-2024,26-01-2024,
T06675,P029,V035,IN,32,18-10-2023,03-11-2023,01-11-2023,
T06676,P115,V021,IN,71,16-10-2023,14-11-2023,15-11-2023,
T06677,P047,V008,IN,28,02-06-2024,13-06-2024,13-06-2024,
T06678,P059,V026,OUT,1,,,03-09-2024,Repair
T06679,P022,V032,OUT,33,,,28-06-2025,Emergency
T06680,P119,V021,IN,49,21-09-2023,07-10-2023,17-10-2023,
T06681,P090,V030,OUT,37,,,08-03-2025,Replacement
T06682,P044,V032,OUT,36,,,03-02-2025,Replacement
T06683,P004,V024,OUT,22,,,13-12-2024,Replacement
T06684,P081,V045,IN,50,11-10-2023,20-10-2023,18-10-2023,
T06685,P015,V029,IN,39,12-11-2023,03-12-2023,02-12-2023,
T06686,P029,V036,IN,80,17-04-2024,03-05-2024,09-05-2024,
T06687,P110,V048,IN,85,02-11-2023,18-11-2023,18-11-2023,
T06688,P086,V058,OUT,50,,,07-06-2025,Routine Check
T06689,P098,V050,IN,10,13-09-2023,30-09-2023,30-09-2023,
T06690,P081,V040,IN,91,19-09-2023,29-09-2023,28-09-2023,
T06691,P091,V019,OUT,19,,,05-09-2024,Replacement
T06692,P103,V004,IN,27,01-02-2024,07-02-2024,10-02-2024,
T06693,P050,V041,OUT,49,,,16-01-2025,Routine Check
T06694,P026,V030,OUT,2,,,06-01-2025,Routine Check
T06695,P008,V020,IN,25,19-08-2024,16-09-2024,16-09-2024,
T06696,P120,V047,IN,12,23-01-2024,22-02-2024,21-02-2024,
T06697,P095,V001,OUT,45,,,21-07-2025,Repair
T06698,P056,V050,IN,30,29-10-2023,12-11-2023,12-11-2023,
T06699,P023,V006,OUT,46,,,26-02-2025,Maintenance
T06700,P092,V024,IN,85,05-08-2024,15-08-2024,13-08-2024,
T06701,P073,V038,OUT,4,,,27-09-2024,Maintenance
T06702,P105,V060,OUT,31,,,24-04-2025,Routine Check
T06703,P018,V006,OUT,42,,,18-07-2025,Repair
T06704,P039,V021,IN,53,27-02-2024,03-03-2024,01-03-2024,
T06705,P015,V051,IN,27,14-10-2023,13-11-2023,11-11-2023,
T06706,P103,V017,IN,65,22-10-2023,18-11-2023,18-11-2023,
T06707,P077,V014,IN,99,03-08-2024,29-08-2024,01-09-2024,
T06708,P070,V028,OUT,27,,,03-07-2025,Maintenance
T06709,P031,V032,IN,38,21-09-2023,30-09-2023,30-09-2023,
T06710,P099,V002,IN,22,20-02-2024,15-03-2024,13-03-2024,
T06711,P011,V033,IN,29,19-12-2023,25-12-2023,23-12-2023,
T06712,P005,V036,OUT,10,,,27-07-2025,Routine Check
T06713,P070,V036,IN,83,23-08-2023,13-09-2023,11-09-2023,
T06714,P053,V044,OUT,19,,,23-10-2024,Replacement
T06715,P015,V013,IN,74,30-12-2023,07-01-2024,17-01-2024,
T06716,P020,V033,IN,9,23-06-2024,19-07-2024,18-07-2024,
T06717,P094,V036,OUT,45,,,19-07-2025,Repair
T06718,P020,V029,IN,30,05-03-2024,03-04-2024,01-04-2024,
T06719,P007,V032,OUT,19,,,07-12-2024,Maintenance
T06720,P002,V006,OUT,42,,,19-06-2025,Repair
T06721,P015,V040,IN,65,08-01-2024,07-02-2024,06-02-2024,
T06722,P105,V021,IN,4,27-02-2024,06-03-2024,06-03-2024,
T06723,P098,V002,IN,32,16-11-2023,29-11-2023,04-12-2023,
T06724,P004,V028,OUT,32,,,15-06-2025,Maintenance
T06725,P067,V058,OUT,30,,,16-02-2025,Emergency
T06726,P106,V004,OUT,46,,,02-11-2024,Emergency
T06727,P097,V023,OUT,45,,,20-09-2024,Repair
T06728,P111,V046,OUT,42,,,01-05-2025,Emergency
T06729,P010,V015,IN,49,12-11-2023,11-12-2023,13-12-2023,
T06730,P107,V002,OUT,13,,,21-11-2024,Emergency
T06731,P084,V006,IN,86,10-12-2023,07-01-2024,08-01-2024,
T06732,P114,V050,OUT,44,,,29-07-2025,Emergency
T06733,P098,V013,IN,74,11-11-2023,05-12-2023,05-12-2023,
T06734,P052,V028,IN,60,15-12-2023,20-12-2023,18-12-2023,
T06735,P117,V026,OUT,38,,,14-11-2024,Emergency
T06736,P078,V044,OUT,16,,,11-10-2024,Repair
T06737,P089,V014,IN,60,18-04-2024,24-04-2024,24-04-2024,
T06738,P105,V034,OUT,1,,,24-06-2025,Maintenance
T06739,P117,V056,OUT,4,,,25-03-2025,Replacement
T06740,P054,V036,IN,26,01-05-2024,13-05-2024,12-05-2024,
T06741,P004,V055,IN,97,31-08-2023,17-09-2023,15-09-2023,
T06742,P037,V019,OUT,45,,,02-04-2025,Routine Check
T06743,P113,V040,IN,84,25-11-2023,05-12-2023,04-12-2023,
T06744,P074,V054,IN,64,14-09-2023,24-09-2023,23-09-2023,
T06745,P048,V044,IN,71,18-05-2024,02-06-2024,01-06-2024,
T06746,P015,V056,OUT,14,,,09-03-2025,Routine Check
T06747,P074,V058,IN,54,04-08-2024,03-09-2024,03-09-2024,
T06748,P111,V034,OUT,11,,,12-09-2024,Repair
T06749,P070,V032,OUT,36,,,18-02-2025,Repair
T06750,P051,V013,OUT,36,,,11-07-2025,Repair
T06751,P069,V016,IN,3,19-09-2023,25-09-2023,25-09-2023,
T06752,P057,V017,OUT,23,,,10-04-2025,Routine Check
T06753,P054,V027,OUT,18,,,11-02-2025,Routine Check
T06754,P062,V048,OUT,46,,,15-09-2024,Replacement
T06755,P030,V026,IN,63,11-03-2024,09-04-2024,09-04-2024,
T06756,P014,V015,OUT,29,,,31-10-2024,Replacement
T06757,P022,V057,OUT,37,,,03-08-2025,Emergency
T06758,P005,V026,OUT,8,,,08-04-2025,Replacement
T06759,P039,V033,OUT,0,,,30-04-2025,Routine Check
T06760,P096,V008,IN,100,02-03-2024,15-03-2024,15-03-2024,
T06761,P023,V029,OUT,35,,,11-03-2025,Maintenance
T06762,P028,V046,OUT,45,,,09-09-2024,Emergency
T06763,P054,V005,IN,69,21-07-2024,07-08-2024,06-08-2024,
T06764,P004,V059,OUT,13,,,30-05-2025,Emergency
T06765,P067,V006,IN,78,05-10-2023,15-10-2023,13-10-2023,
T06766,P043,V051,IN,44,08-09-2023,23-09-2023,22-09-2023,
T06767,P117,V023,OUT,17,,,10-11-2024,Repair
T06768,P032,V033,OUT,24,,,07-08-2025,Routine Check
T06769,P109,V060,OUT,50,,,21-04-2025,Repair
T06770,P012,V029,OUT,17,,,07-02-2025,Maintenance
T06771,P113,V019,IN,87,24-02-2024,08-03-2024,14-03-2024,
T06772,P109,V022,OUT,36,,,16-10-2024,Replacement
T06773,P055,V051,OUT,2,,,01-08-2025,Maintenance
T06774,P109,V001,IN,12,22-12-2023,29-12-2023,05-01-2024,
T06775,P064,V010,IN,100,30-12-2023,08-01-2024,17-01-2024,
T06776,P076,V052,OUT,30,,,12-06-2025,Replacement
T06777,P013,V045,IN,84,07-06-2024,05-07-2024,13-07-2024,
T06778,P103,V025,IN,68,24-04-2024,06-05-2024,04-05-2024,
T06779,P042,V038,IN,87,05-09-2023,30-09-2023,28-09-2023,
T06780,P004,V017,IN,100,12-10-2023,08-11-2023,10-11-2023,
T06781,P118,V044,OUT,23,,,08-11-2024,Maintenance
T06782,P025,V005,IN,53,12-11-2023,12-12-2023,17-12-2023,
T06783,P036,V016,IN,68,11-06-2024,06-07-2024,05-07-2024,
T06784,P096,V056,IN,61,24-11-2023,13-12-2023,11-12-2023,
T06785,P104,V012,OUT,31,,,21-04-2025,Routine Check
T06786,P085,V046,OUT,37,,,28-10-2024,Replacement
T06787,P104,V020,IN,24,23-03-2024,16-04-2024,21-04-2024,
T06788,P096,V040,OUT,25,,,16-07-2025,Emergency
T06789,P018,V019,OUT,5,,,15-10-2024,Emergency
T06790,P056,V055,OUT,8,,,23-10-2024,Emergency
T06791,P065,V011,OUT,0,,,22-06-2025,Maintenance
T06792,P120,V027,IN,96,07-11-2023,04-12-2023,12-12-2023,
T06793,P040,V018,IN,60,22-04-2024,15-05-2024,20-05-2024,
T06794,P024,V038,OUT,15,,,08-03-2025,Replacement
T06795,P053,V053,IN,92,28-05-2024,08-06-2024,08-06-2024,
T06796,P117,V018,OUT,47,,,05-08-2025,Routine Check
T06797,P012,V046,OUT,44,,,11-12-2024,Maintenance
T06798,P057,V006,IN,2,07-06-2024,26-06-2024,28-06-2024,
T06799,P092,V044,IN,80,31-03-2024,14-04-2024,13-04-2024,
T06800,P010,V026,OUT,47,,,11-05-2025,Repair
T06801,P035,V055,IN,100,21-04-2024,14-05-2024,13-05-2024,
T06802,P118,V045,IN,37,16-05-2024,26-05-2024,24-05-2024,
T06803,P092,V021,IN,45,10-06-2024,09-07-2024,07-07-2024,
T06804,P028,V041,IN,62,12-01-2024,22-01-2024,21-01-2024,
T06805,P052,V056,OUT,42,,,05-10-2024,Emergency
T06806,P027,V043,IN,7,31-05-2024,09-06-2024,08-06-2024,
T06807,P082,V018,OUT,29,,,04-04-2025,Emergency
T06808,P011,V053,IN,44,27-05-2024,17-06-2024,15-06-2024,
T06809,P068,V054,IN,60,07-09-2023,13-09-2023,11-09-2023,
T06810,P120,V005,OUT,46,,,12-02-2025,Maintenance
T06811,P074,V047,OUT,8,,,27-01-2025,Maintenance
T06812,P010,V008,OUT,19,,,10-07-2025,Emergency
T06813,P049,V017,OUT,46,,,08-06-2025,Maintenance
T06814,P110,V038,IN,65,16-08-2024,28-08-2024,26-08-2024,
T06815,P103,V024,OUT,19,,,21-06-2025,Repair
T06816,P118,V056,OUT,31,,,17-12-2024,Repair
T06817,P024,V046,OUT,15,,,22-04-2025,Emergency
T06818,P072,V019,OUT,43,,,11-11-2024,Emergency
T06819,P008,V001,OUT,30,,,24-06-2025,Routine Check
T06820,P019,V041,IN,44,29-03-2024,10-04-2024,10-04-2024,
T06821,P097,V006,IN,84,25-07-2024,22-08-2024,23-08-2024,
T06822,P022,V049,IN,52,07-02-2024,27-02-2024,25-02-2024,
T06823,P053,V040,IN,86,08-12-2023,25-12-2023,25-12-2023,
T06824,P056,V035,IN,47,15-05-2024,12-06-2024,21-06-2024,
T06825,P074,V054,IN,83,29-09-2023,15-10-2023,14-10-2023,
T06826,P098,V026,OUT,43,,,07-06-2025,Routine Check
T06827,P099,V007,IN,92,07-02-2024,12-02-2024,16-02-2024,
T06828,P107,V001,OUT,48,,,28-01-2025,Routine Check
T06829,P006,V029,IN,32,08-04-2024,28-04-2024,28-04-2024,
T06830,P092,V059,OUT,45,,,11-07-2025,Emergency
T06831,P005,V011,IN,64,05-01-2024,04-02-2024,05-02-2024,
T06832,P065,V018,IN,35,24-12-2023,17-01-2024,15-01-2024,
T06833,P093,V032,OUT,19,,,16-12-2024,Routine Check
T06834,P053,V056,OUT,44,,,26-06-2025,Repair
T06835,P008,V023,OUT,30,,,30-08-2024,Replacement
T06836,P044,V052,OUT,25,,,15-02-2025,Replacement
T06837,P055,V009,OUT,30,,,21-08-2025,Emergency
T06838,P036,V044,OUT,6,,,30-04-2025,Routine Check
T06839,P014,V033,IN,58,21-03-2024,13-04-2024,12-04-2024,
T06840,P110,V001,OUT,3,,,13-07-2025,Repair
T06841,P098,V022,OUT,8,,,14-06-2025,Repair
T06842,P056,V012,IN,23,21-11-2023,08-12-2023,12-12-2023,
T06843,P017,V014,IN,96,04-02-2024,21-02-2024,26-02-2024,
T06844,P119,V011,OUT,24,,,10-06-2025,Emergency
T06845,P002,V016,IN,79,01-05-2024,28-05-2024,05-06-2024,
T06846,P098,V050,OUT,3,,,03-02-2025,Emergency
T06847,P012,V022,IN,56,14-01-2024,04-02-2024,02-02-2024,
T06848,P060,V018,IN,52,29-04-2024,27-05-2024,27-05-2024,
T06849,P091,V022,IN,72,14-02-2024,25-02-2024,23-02-2024,
T06850,P093,V004,IN,46,02-06-2024,13-06-2024,12-06-2024,
T06851,P018,V013,IN,64,31-03-2024,18-04-2024,17-04-2024,
T06852,P069,V010,IN,46,08-07-2024,04-08-2024,02-08-2024,
T06853,P018,V030,IN,29,11-09-2023,01-10-2023,01-10-2023,
T06854,P075,V049,OUT,13,,,21-01-2025,Maintenance
T06855,P104,V015,IN,30,03-01-2024,30-01-2024,28-01-2024,
T06856,P070,V001,IN,89,02-08-2024,25-08-2024,23-08-2024,
T06857,P120,V017,IN,5,09-11-2023,20-11-2023,21-11-2023,
T06858,P025,V013,OUT,15,,,09-03-2025,Repair
T06859,P081,V041,IN,69,05-08-2024,04-09-2024,02-09-2024,
T06860,P052,V024,OUT,41,,,13-11-2024,Maintenance
T06861,P083,V024,IN,63,21-12-2023,12-01-2024,12-01-2024,
T06862,P029,V030,OUT,28,,,30-10-2024,Maintenance
T06863,P120,V049,OUT,44,,,12-02-2025,Maintenance
T06864,P074,V027,OUT,42,,,30-04-2025,Emergency
T06865,P084,V058,IN,81,15-01-2024,01-02-2024,30-01-2024,
T06866,P039,V020,OUT,47,,,23-03-2025,Repair
T06867,P063,V024,IN,86,30-05-2024,26-06-2024,26-06-2024,
T06868,P086,V040,OUT,10,,,09-02-2025,Emergency
T06869,P042,V002,OUT,13,,,17-02-2025,Repair
T06870,P083,V013,OUT,39,,,27-09-2024,Emergency
T06871,P027,V040,OUT,17,,,27-06-2025,Repair
T06872,P103,V041,IN,74,05-06-2024,11-06-2024,10-06-2024,
T06873,P118,V059,OUT,43,,,02-05-2025,Routine Check
T06874,P028,V044,IN,11,04-01-2024,31-01-2024,31-01-2024,
T06875,P077,V007,IN,66,16-10-2023,01-11-2023,08-11-2023,
T06876,P047,V052,OUT,50,,,01-11-2024,Maintenance
T06877,P043,V009,IN,2,03-04-2024,20-04-2024,18-04-2024,
T06878,P086,V041,OUT,49,,,11-07-2025,Maintenance
T06879,P059,V042,OUT,14,,,18-01-2025,Replacement
T06880,P061,V027,OUT,6,,,18-07-2025,Replacement
T06881,P019,V016,OUT,36,,,16-10-2024,Routine Check
T06882,P079,V047,OUT,6,,,06-10-2024,Maintenance
T06883,P043,V034,IN,24,10-10-2023,24-10-2023,23-10-2023,
T06884,P020,V011,OUT,7,,,21-01-2025,Replacement
T06885,P098,V037,OUT,26,,,09-12-2024,Repair
T06886,P027,V019,OUT,37,,,26-06-2025,Emergency
T06887,P078,V039,IN,33,16-11-2023,10-12-2023,08-12-2023,
T06888,P026,V001,OUT,36,,,29-05-2025,Routine Check
T06889,P101,V021,OUT,48,,,21-01-2025,Replacement
T06890,P056,V024,OUT,50,,,30-01-2025,Replacement
T06891,P061,V005,IN,8,05-10-2023,26-10-2023,27-10-2023,
T06892,P095,V010,IN,12,14-04-2024,19-04-2024,27-04-2024,
T06893,P086,V025,IN,49,16-10-2023,28-10-2023,31-10-2023,
T06894,P050,V048,OUT,42,,,10-12-2024,Emergency
T06895,P091,V047,IN,24,13-06-2024,23-06-2024,27-06-2024,
T06896,P065,V059,OUT,29,,,12-01-2025,Replacement
T06897,P009,V039,IN,55,26-09-2023,22-10-2023,22-10-2023,
T06898,P078,V003,IN,2,18-09-2023,02-10-2023,09-10-2023,
T06899,P094,V047,OUT,1,,,28-01-2025,Emergency
T06900,P096,V055,IN,20,28-07-2024,15-08-2024,14-08-2024,
T06901,P061,V043,IN,66,01-12-2023,17-12-2023,15-12-2023,
T06902,P062,V006,OUT,28,,,19-09-2024,Maintenance
T06903,P026,V039,IN,64,28-10-2023,05-11-2023,10-11-2023,
T06904,P072,V041,OUT,7,,,16-11-2024,Maintenance
T06905,P097,V023,OUT,31,,,26-06-2025,Repair
T06906,P056,V027,OUT,37,,,30-09-2024,Replacement
T06907,P064,V059,OUT,14,,,30-08-2024,Repair
T06908,P071,V050,OUT,4,,,26-04-2025,Replacement
T06909,P074,V033,IN,4,22-08-2023,17-09-2023,16-09-2023,
T06910,P012,V059,OUT,35,,,17-01-2025,Repair
T06911,P103,V035,OUT,19,,,01-06-2025,Emergency
T06912,P076,V006,OUT,34,,,20-01-2025,Routine Check
T06913,P036,V029,IN,32,03-02-2024,16-02-2024,14-02-2024,
T06914,P041,V033,OUT,40,,,02-05-2025,Repair
T06915,P021,V026,IN,96,22-04-2024,07-05-2024,07-05-2024,
T06916,P111,V033,IN,74,25-06-2024,20-07-2024,18-07-2024,
T06917,P051,V018,OUT,39,,,20-10-2024,Repair
T06918,P029,V060,OUT,19,,,13-02-2025,Repair
T06919,P068,V017,OUT,26,,,08-06-2025,Routine Check
T06920,P015,V012,OUT,12,,,27-09-2024,Maintenance
T06921,P005,V025,OUT,15,,,22-08-2024,Routine Check
T06922,P001,V005,OUT,33,,,16-06-2025,Routine Check
T06923,P043,V014,IN,40,01-11-2023,19-11-2023,26-11-2023,
T06924,P116,V001,OUT,19,,,12-08-2025,Routine Check
T06925,P062,V014,IN,52,30-04-2024,13-05-2024,12-05-2024,
T06926,P117,V048,OUT,37,,,14-08-2025,Maintenance
T06927,P011,V028,IN,24,20-12-2023,30-12-2023,29-12-2023,
T06928,P031,V049,IN,94,22-11-2023,15-12-2023,14-12-2023,
T06929,P071,V023,OUT,26,,,19-12-2024,Routine Check
T06930,P073,V041,IN,82,08-09-2023,14-09-2023,13-09-2023,
T06931,P067,V021,IN,78,10-02-2024,22-02-2024,21-02-2024,
T06932,P070,V055,IN,54,04-04-2024,01-05-2024,30-04-2024,
T06933,P105,V007,IN,29,21-04-2024,12-05-2024,10-05-2024,
T06934,P111,V050,IN,4,21-09-2023,01-10-2023,30-09-2023,
T06935,P067,V051,IN,2,08-11-2023,16-11-2023,17-11-2023,
T06936,P110,V012,IN,38,16-02-2024,17-03-2024,16-03-2024,
T06937,P012,V035,IN,48,15-03-2024,06-04-2024,04-04-2024,
T06938,P038,V039,IN,78,16-08-2024,08-09-2024,08-09-2024,
T06939,P052,V059,IN,81,27-09-2023,27-10-2023,28-10-2023,
T06940,P016,V022,OUT,37,,,02-09-2024,Maintenance
T06941,P119,V054,IN,74,21-10-2023,08-11-2023,08-11-2023,
T06942,P085,V051,OUT,32,,,14-07-2025,Maintenance
T06943,P069,V001,OUT,1,,,11-09-2024,Replacement
T06944,P109,V039,IN,27,17-10-2023,13-11-2023,11-11-2023,
T06945,P063,V002,OUT,45,,,13-09-2024,Maintenance
T06946,P020,V006,OUT,38,,,15-03-2025,Repair
T06947,P018,V053,IN,10,28-10-2023,26-11-2023,24-11-2023,
T06948,P018,V011,OUT,3,,,10-03-2025,Routine Check
T06949,P086,V003,OUT,3,,,20-04-2025,Repair
T06950,P087,V056,OUT,5,,,21-01-2025,Emergency
T06951,P067,V024,OUT,36,,,13-06-2025,Replacement
T06952,P092,V010,OUT,29,,,15-06-2025,Replacement
T06953,P052,V025,IN,14,28-07-2024,04-08-2024,07-08-2024,
T06954,P095,V051,OUT,8,,,18-04-2025,Maintenance
T06955,P008,V059,IN,50,21-09-2023,14-10-2023,20-10-2023,
T06956,P041,V028,IN,63,06-08-2024,01-09-2024,01-09-2024,
T06957,P056,V036,IN,7,06-06-2024,01-07-2024,01-07-2024,
T06958,P094,V043,IN,17,30-11-2023,26-12-2023,26-12-2023,
T06959,P008,V013,IN,24,21-04-2024,06-05-2024,04-05-2024,
T06960,P093,V038,OUT,9,,,22-04-2025,Maintenance
T06961,P020,V051,OUT,14,,,09-11-2024,Maintenance
T06962,P085,V053,OUT,22,,,18-06-2025,Routine Check
T06963,P085,V036,OUT,44,,,04-07-2025,Routine Check
T06964,P003,V055,IN,75,24-09-2023,21-10-2023,21-10-2023,
T06965,P071,V056,OUT,3,,,24-11-2024,Replacement
T06966,P045,V002,OUT,10,,,01-01-2025,Maintenance
T06967,P097,V010,IN,7,10-10-2023,21-10-2023,22-10-2023,
T06968,P101,V026,IN,36,30-12-2023,28-01-2024,26-01-2024,
T06969,P033,V017,IN,96,14-09-2023,14-10-2023,15-10-2023,
T06970,P079,V045,IN,64,09-03-2024,17-03-2024,15-03-2024,
T06971,P055,V018,IN,73,14-07-2024,29-07-2024,27-07-2024,
T06972,P105,V002,OUT,26,,,28-02-2025,Maintenance
T06973,P117,V054,OUT,32,,,21-12-2024,Maintenance
T06974,P017,V053,OUT,44,,,06-09-2024,Emergency
T06975,P051,V022,OUT,28,,,07-08-2025,Routine Check
T06976,P080,V044,IN,82,27-06-2024,19-07-2024,25-07-2024,
T06977,P034,V032,IN,19,21-10-2023,14-11-2023,16-11-2023,
T06978,P086,V010,OUT,40,,,27-06-2025,Maintenance
T06979,P046,V040,OUT,29,,,07-08-2025,Emergency
T06980,P041,V012,OUT,12,,,07-12-2024,Routine Check
T06981,P052,V030,OUT,48,,,12-12-2024,Emergency
T06982,P077,V057,IN,45,01-02-2024,12-02-2024,11-02-2024,
T06983,P018,V032,OUT,34,,,17-11-2024,Emergency
T06984,P038,V031,IN,87,20-02-2024,18-03-2024,16-03-2024,
T06985,P117,V038,OUT,1,,,21-04-2025,Repair
T06986,P078,V009,OUT,29,,,11-08-2025,Emergency
T06987,P098,V008,IN,50,07-07-2024,24-07-2024,22-07-2024,
T06988,P002,V028,OUT,49,,,06-04-2025,Repair
T06989,P067,V039,OUT,8,,,01-02-2025,Replacement
T06990,P071,V057,OUT,38,,,08-08-2025,Emergency
T06991,P006,V042,OUT,8,,,16-01-2025,Emergency
T06992,P021,V025,OUT,32,,,28-06-2025,Emergency
T06993,P021,V003,OUT,4,,,15-02-2025,Replacement
T06994,P027,V009,OUT,6,,,09-06-2025,Repair
T06995,P036,V010,OUT,11,,,08-05-2025,Repair
T06996,P044,V010,OUT,48,,,26-06-2025,Emergency
T06997,P067,V001,IN,42,25-10-2023,22-11-2023,02-12-2023,
T06998,P050,V039,OUT,4,,,22-05-2025,Emergency
T06999,P047,V007,IN,8,08-01-2024,23-01-2024,24-01-2024,
T07000,P094,V059,OUT,15,,,28-10-2024,Replacement
T07001,P012,V050,IN,25,08-09-2023,06-10-2023,05-10-2023,
T07002,P053,V059,OUT,1,,,10-04-2025,Replacement
T07003,P085,V019,IN,20,30-08-2023,11-09-2023,09-09-2023,
T07004,P078,V001,IN,11,13-01-2024,22-01-2024,01-02-2024,
T07005,P034,V059,OUT,48,,,18-02-2025,Repair
T07006,P105,V051,IN,36,14-05-2024,10-06-2024,10-06-2024,
T07007,P004,V056,OUT,34,,,26-07-2025,Emergency
T07008,P089,V017,IN,26,14-02-2024,11-03-2024,19-03-2024,
T07009,P098,V038,OUT,35,,,26-09-2024,Repair
T07010,P097,V003,OUT,10,,,28-10-2024,Maintenance
T07011,P120,V028,IN,68,21-05-2024,30-05-2024,30-05-2024,
T07012,P073,V040,OUT,44,,,01-03-2025,Routine Check
T07013,P014,V033,IN,84,09-05-2024,14-05-2024,24-05-2024,
T07014,P111,V010,OUT,20,,,20-09-2024,Repair
T07015,P060,V023,OUT,33,,,14-05-2025,Routine Check
T07016,P028,V052,OUT,43,,,23-09-2024,Replacement
T07017,P061,V033,OUT,29,,,14-11-2024,Replacement
T07018,P017,V056,OUT,27,,,02-04-2025,Repair
T07019,P067,V033,OUT,34,,,06-05-2025,Repair
T07020,P097,V048,IN,64,09-09-2023,04-10-2023,03-10-2023,
T07021,P024,V048,OUT,8,,,01-04-2025,Replacement
T07022,P015,V021,IN,9,31-05-2024,19-06-2024,28-06-2024,
T07023,P004,V036,IN,43,19-01-2024,25-01-2024,30-01-2024,
T07024,P030,V024,OUT,35,,,01-07-2025,Routine Check
T07025,P061,V033,IN,21,02-07-2024,07-07-2024,15-07-2024,
T07026,P056,V031,OUT,24,,,30-10-2024,Emergency
T07027,P017,V035,IN,70,04-05-2024,26-05-2024,31-05-2024,
T07028,P090,V046,OUT,32,,,20-07-2025,Emergency
T07029,P086,V047,IN,17,13-10-2023,19-10-2023,18-10-2023,
T07030,P088,V005,IN,28,09-04-2024,06-05-2024,15-05-2024,
T07031,P025,V039,OUT,7,,,30-12-2024,Replacement
T07032,P017,V026,IN,13,29-03-2024,24-04-2024,23-04-2024,
T07033,P116,V046,OUT,5,,,06-11-2024,Replacement
T07034,P001,V015,OUT,41,,,01-11-2024,Maintenance
T07035,P050,V052,IN,11,06-11-2023,19-11-2023,25-11-2023,
T07036,P101,V038,IN,77,04-12-2023,21-12-2023,27-12-2023,
T07037,P035,V020,OUT,13,,,03-03-2025,Repair
T07038,P102,V039,IN,79,09-12-2023,29-12-2023,29-12-2023,
T07039,P030,V015,OUT,16,,,09-10-2024,Replacement
T07040,P080,V011,OUT,28,,,16-01-2025,Routine Check
T07041,P012,V002,OUT,2,,,15-11-2024,Maintenance
T07042,P082,V051,IN,39,15-03-2024,27-03-2024,25-03-2024,
T07043,P095,V024,OUT,46,,,06-12-2024,Routine Check
T07044,P071,V053,OUT,46,,,08-02-2025,Emergency
T07045,P068,V047,IN,68,05-07-2024,26-07-2024,25-07-2024,
T07046,P091,V004,OUT,8,,,08-08-2025,Maintenance
T07047,P076,V037,OUT,10,,,27-06-2025,Emergency
T07048,P059,V014,OUT,28,,,01-08-2025,Repair
T07049,P116,V032,IN,37,22-06-2024,15-07-2024,19-07-2024,
T07050,P021,V008,IN,22,25-12-2023,04-01-2024,02-01-2024,
